1 0 4134
2 4134 2279
3 6413 2726
4 9139 4185
5 13324 8814
6 22138 5425
7 27563 241
8 27804 3282
9 31086 8597
10 39683 2745
11 42428 2397
12 44825 4308
13 49133 1986
14 51119 2683
15 53802 2114
16 55916 1416
17 57332 6596
18 63928 3273
19 67201 21043
20 88244 4873
21 93117 1607
22 94724 7383
23 102107 300
24 102407 36386
25 138793 6011
26 144804 4571
27 149375 5062
28 154437 2885
29 157322 1977
30 159299 10465
31 169764 2318
32 172082 4609
33 176691 7467
34 184158 5642
35 189800 6342
36 196142 5643
37 201785 7715
38 209500 10131
39 219631 11125
40 230756 13453
41 244209 248
42 244457 248
43 244705 278
44 244983 237
45 245220 302
46 245522 230
47 245752 239
48 245991 221
49 246212 228
50 246440 242
51 246682 254
52 246936 215
53 247151 215
54 247366 272
55 247638 236
56 247874 198
57 248072 236
58 248308 233
59 248541 263
60 248804 266
61 249070 6473
62 255543 14287
63 269830 14159
64 283989 790
65 284779 454
66 285233 298
67 285531 10026
68 295557 18609
69 314166 11781
70 325947 12153
71 338100 9373
72 347473 8842
73 356315 7147
74 363462 13989
75 377451 16548
76 393999 14694
77 408693 14200
78 422893 21569
79 444462 21126
80 465588 15190
81 480778 17980
82 498758 4458
83 503216 11827
84 515043 13900
85 528943 3579
86 532522 1702
87 534224 605
88 534829 13920
89 548749 13445
90 562194 7533
91 569727 29565
92 599292 5007
93 604299 8048
94 612347 4643
95 616990 3496
96 620486 3933
97 624419 5044
98 629463 2247
99 631710 1885
100 633595 2502
101 636097 4302
102 640399 3296
103 643695 3168
104 646863 4247
105 651110 2807
106 653917 8382
107 662299 11143
108 673442 12662
109 686104 1197
110 687301 5644
111 692945 4147
112 697092 5178
113 702270 18813
114 721083 5517
115 726600 5418
116 732018 17794
117 749812 11125
118 760937 3369
119 764306 7824
120 772130 5366
121 777496 11543
122 789039 5217
123 794256 16192
124 810448 8035
125 818483 11431
126 829914 19988
127 849902 9235
128 859137 18429
129 877566 2254
130 879820 13018
131 892838 10747
132 903585 6977
133 910562 24110
134 934672 24083
135 958755 7377
136 966132 12591
137 978723 4807
138 983530 8193
139 991723 10035
140 1001758 1300
141 1003058 7507
142 1010565 16473
143 1027038 6767
144 1033805 8752
145 1042557 5355
146 1047912 2685
147 1050597 1429
148 1052026 3827
149 1055853 3718
150 1059571 1496
151 1061067 9733
152 1070800 12149
153 1082949 8344
154 1091293 3522
155 1094815 4869
156 1099684 2087
157 1101771 2832
158 1104603 3180
159 1107783 24375
160 1132158 2009
161 1134167 2943
162 1137110 1149
163 1138259 2166
164 1140425 17662
165 1158087 14924
166 1173011 3832
167 1176843 6374
168 1183217 9968
169 1193185 7901
170 1201086 4340
171 1205426 6780
172 1212206 6234
173 1218440 3194
174 1221634 2551
175 1224185 1582
176 1225767 4016
177 1229783 3256
178 1233039 3844
179 1236883 2985
180 1239868 28742
181 1268610 7248
182 1275858 6266
183 1282124 1761
184 1283885 1796
185 1285681 1540
186 1287221 1221
187 1288442 817
188 1289259 1405
189 1290664 825
190 1291489 1480
191 1292969 813
192 1293782 826
193 1294608 1421
194 1296029 1429
195 1297458 1533
196 1298991 1544
197 1300535 870
198 1301405 1488
199 1302893 873
200 1303766 1496
201 1305262 1399
202 1306661 861
203 1307522 1424
204 1308946 862
205 1309808 867
206 1310675 1509
207 1312184 1507
208 1313691 1468
209 1315159 811
210 1315970 830
211 1316800 1426
212 1318226 862
213 1319088 1422
214 1320510 1404
215 1321914 1438
216 1323352 1420
217 1324772 1412
218 1326184 813
219 1326997 1473
220 1328470 1482
221 1329952 1356
222 1331308 1451
223 1332759 1497
224 1334256 814
225 1335070 1461
226 1336531 1683
227 1338214 1411
228 1339625 1469
229 1341094 1439
230 1342533 1427
231 1343960 1367
232 1345327 1374
233 1346701 878
234 1347579 1512
235 1349091 827
236 1349918 820
237 1350738 846
238 1351584 809
239 1352393 1531
240 1353924 819
241 1354743 820
242 1355563 1553
243 1357116 808
244 1357924 1460
245 1359384 1449
246 1360833 825
247 1361658 2065
248 1363723 892
249 1364615 2425
250 1367040 1843
251 1368883 2737
252 1371620 3313
253 1374933 2004
254 1376937 2379
255 1379316 1666
256 1380982 2386
257 1383368 1680
258 1385048 1671
259 1386719 1337
260 1388056 5115
261 1393171 1523
262 1394694 3556
263 1398250 2314
264 1400564 1303
265 1401867 3628
266 1405495 2155
267 1407650 4697
268 1412347 287
269 1412634 276
270 1412910 287
271 1413197 300
272 1413497 286
273 1413783 304
274 1414087 86
275 1414173 86
276 1414259 5952
277 1420211 8264
278 1428475 26665
279 1455140 12004
280 1467144 15358
281 1482502 40211
282 1522713 32904
283 1555617 4947
284 1560564 15285
285 1575849 23275
286 1599124 3619
287 1602743 2561
288 1605304 5101
289 1610405 3700
290 1614105 3790
291 1617895 4820
292 1622715 3707
293 1626422 3286
294 1629708 4537
295 1634245 2809
296 1637054 16353
297 1653407 5331
298 1658738 2307
299 1661045 4280
300 1665325 8600
301 1673925 12563
302 1686488 3003
303 1689491 9137
304 1698628 4454
305 1703082 12613
306 1715695 10186
307 1725881 5416
308 1731297 1955
309 1733252 6970
310 1740222 6437
311 1746659 3941
312 1750600 7840
313 1758440 14081
314 1772521 4548
315 1777069 5636
316 1782705 2121
317 1784826 4164
318 1788990 3893
319 1792883 2855
320 1795738 3126
321 1798864 9384
322 1808248 4565
323 1812813 2881
324 1815694 2377
325 1818071 9633
326 1827704 4697
327 1832401 6058
328 1838459 7129
329 1845588 5263
330 1850851 3590
331 1854441 3727
332 1858168 17359
333 1875527 2393
334 1877920 4424
335 1882344 5851
336 1888195 2491
337 1890686 6471
338 1897157 3572
339 1900729 4914
340 1905643 16100
341 1921743 2569
342 1924312 3201
343 1927513 5181
344 1932694 8953
345 1941647 7043
346 1948690 8779
347 1957469 21614
348 1979083 17847
349 1996930 5377
350 2002307 5079
351 2007386 3952
352 2011338 7025
353 2018363 5856
354 2024219 2691
355 2026910 5036
356 2031946 10046
357 2041992 4486
358 2046478 4630
359 2051108 8053
360 2059161 5594
361 2064755 2394
362 2067149 4457
363 2071606 8175
364 2079781 3919
365 2083700 11529
366 2095229 8876
367 2104105 3937
368 2108042 1897
369 2109939 3980
370 2113919 4392
371 2118311 3481
372 2121792 5493
373 2127285 15790
374 2143075 31763
375 2174838 11792
376 2186630 2812
377 2189442 3531
378 2192973 2190
379 2195163 4104
380 2199267 3567
381 2202834 2478
382 2205312 9566
383 2214878 2618
384 2217496 2923
385 2220419 4140
386 2224559 3555
387 2228114 2893
388 2231007 13616
389 2244623 3383
390 2248006 974
391 2248980 3019
392 2251999 4316
393 2256315 3239
394 2259554 9876
395 2269430 7690
396 2277120 207
397 2277327 212
398 2277539 204
399 2277743 217
400 2277960 231
401 2278191 229
402 2278420 209
403 2278629 231
404 2278860 217
405 2279077 223
406 2279300 4459
407 2283759 11828
408 2295587 13901
409 2309488 3580
410 2313068 1703
411 2314771 606
412 2315377 13921
413 2329298 13446
414 2342744 7534
415 2350278 29566
